"adherencia" "x1" "x2" "x3" "x4" "x5"
TRUE -1.0180209898351 0.323481142373989 -1.211146663193 0.0498854554931426 0.241288537601056
FALSE -0.876348045205296 -2.45622743082984 0.242030987615793 -0.217344654745254 -1.37934288854528
TRUE -0.742672678185311 1.90714328216895 1.82382800203569 -0.502416518398921 0.260279195501342
FALSE 0.605144544179794 0.47443296755569 -0.488661054982065 0.524566947477962 -2.40545043060552
TRUE 0.647141894638396 1.54635358680696 -0.0604662513996707 0.392110561245669 -0.451553637464318
TRUE 0.170678827171214 -0.460778366500933 2.04731829041495 0.590324360608592 -1.46865508099469
TRUE 0.0754104925999118 -0.821909131547115 1.51187444388236 1.1070896323758 1.59394759591637
FALSE -0.572838669945051 -0.0938260389826424 -2.85691880872096 0.21890400162075 -0.0332762490004161
TRUE 0.77840982746347 1.83004918802494 0.295964263196821 0.710478807425628 1.63151802233115
TRUE 1.22535191433972 0.241440847483003 0.0169500837309828 1.0106769672226 1.89500798440908
FALSE 0.39873372629134 -0.333868388016007 0.0893863802287149 -1.32728328336597 0.855668199291749
TRUE 1.13229190933389 -2.689455399821 2.36905543555459 1.41069590290077 -0.477270046520797
TRUE 1.29625414527994 1.93600031735132 -0.554269583511004 0.858642062935835 0.401323483168882
FALSE -0.806061865393961 -1.48513192189876 -0.539982564299716 1.40137541491286 -1.45556938204152
FALSE -0.760381607471685 -2.27092462617731 -1.7956381424985 0.754109380895032 0.296713082903118
TRUE 0.0714211396494732 0.384056497730594 -0.38148464853518 0.802035589689774 0.879091201126208
TRUE 1.94895685978061 -0.672411868500263 1.26628226210755 1.9457374043699 0.0454374395900466
TRUE -0.495895795242304 -0.821329645308101 0.589907001727337 -1.2822565272878 2.54735739269169
FALSE 2.16818575436131 0.795121121146409 -0.606808275970786 -0.719305499998599 -3.75071549946336
FALSE -0.592236864586752 -0.832087418211419 1.30864148594372 0.247967534727676 0.446775628696588
FALSE -0.0759747020296097 -0.309483673750889 -0.724481857021518 0.7927128371303 -0.815010280724925
TRUE -0.0614866660596625 0.919549016045892 0.717656863328454 -0.598053201633437 -0.628064691546443
FALSE -0.940846736421036 0.57032886934799 -0.770854167037565 -0.0100931669127036 -0.324160493421593
TRUE -0.472740680124733 0.558259342199169 -0.556906993871788 1.57380132419083 1.80165968570513
TRUE 1.69645550657565 1.18713687124548 0.698672013378204 0.396728337463557 0.743019258074489
FALSE -0.510975420593976 -0.720922860348561 0.269473839689559 -1.73977374689254 -1.28867737843835
TRUE 0.68584360251178 0.644859100673205 0.535917212784204 0.495988416265258 0.542991203777896
TRUE -0.788634646118444 -0.32701239426329 0.376219168073368 2.97401537815835 -0.0142276734110072
FALSE 1.60417576015155 -1.53665220368336 -0.207531222461345 -1.77629417363362 -0.195950218145847
