"income" "sent" "bought"
0.605445520827649 1 1
0.816443412976627 1 1
0.297004403360767 1 1
0.403857173636345 1 1
0.266480378608515 1 1
1.22552050860386 1 1
0.566892858376901 1 1
0.00757356766483659 1 1
0.340957267415676 1 1
0.168369393890993 1 1
-0.111714389704048 1 1
0.311601517848064 1 1
-0.458250354489587 1 0
-0.279319982110635 1 0
-0.176838854645862 1 1
0.579448932603355 1 1
-0.0883429525598638 1 1
-0.282441816300683 1 0
1.11359619992286 1 1
1.0979380420089 1 1
1.42455802947465 1 1
-0.570926936952309 1 0
0.74004575834278 1 1
0.680642390520903 1 1
0.167888176681036 1 0
0.296074928163592 1 1
-0.102572316830947 1 1
1.35597827829271 1 1
0.455230999646498 1 1
0.272034441429606 1 0
0.48663117606376 1 1
0.613215454873492 1 1
0.930399702500916 1 1
0.918994996203195 1 1
-0.369556189562808 1 0
-0.00449041989912429 1 1
0.48800797998579 1 1
1.84839304006378 1 1
1.81599137733271 1 1
-0.289066881112391 1 0
-0.299552175484639 1 0
1.35021356199853 1 1
-0.311146036719442 1 0
0.985507240419575 1 1
0.272483695134004 1 1
0.618860639825894 1 1
-0.271658891895443 1 0
-0.249013750740413 1 0
-0.447181106958513 1 0
0.633988809801885 1 1
1.03032467172227 1 1
-0.0684736320415004 1 0
0.0136359417733637 1 0
0.332077449289422 1 1
2.91394438816068 1 1
0.896988507254366 1 1
1.74165095244336 1 1
0.0142557992265625 1 1
1.61857545442208 1 1
0.723676550116364 1 1
-0.185617597081278 1 0
1.23733804063711 1 1
0.971139638634912 1 1
0.295643444873125 1 1
0.0256624414511657 1 0
0.488699969783896 1 1
1.33207390173044 1 1
0.31640436964688 1 0
-0.284371172971855 1 0
0.360015317265252 1 1
1.13544061649529 1 1
-0.313317503002156 1 0
0.196686611143017 1 1
0.733796495750579 1 1
-0.582500623552869 1 0
0.725354218064737 1 0
1.33182763918325 1 1
1.66927657413542 1 1
1.27013095381687 1 1
1.82905087474343 1 1
0.00613412027638619 1 1
0.701958132139811 1 1
0.503257716358164 1 1
0.650625638985058 1 1
0.0421974288124117 1 0
1.66238172770677 1 1
-0.59660615793074 1 0
0.665984406016677 1 1
1.78099032407367 1 1
0.245698452109634 1 1
-0.06272650591066 1 0
0.0120596171383018 1 1
0.474379149681253 1 1
-0.281716885425714 1 0
1.7041318049067 1 1
0.322720392092907 1 1
-0.071317328361653 1 1
1.01567115383321 1 1
1.55260413628696 1 1
0.639140452245157 1 1
1.0757511675924 1 1
1.54143282345144 1 1
0.29328958535383 1 1
-0.218377387895866 1 0
0.134260590090021 1 1
1.61602617608699 1 1
-0.0423016441093651 1 0
0.720814658373263 1 1
0.0370148356690413 1 1
0.784889573721744 1 1
0.311440758245711 1 1
-0.207584698079449 1 1
-0.271436253237839 1 1
-0.709191397596522 1 0
1.90825637414493 1 1
-0.218635935397235 1 0
1.4503953466348 1 1
0.806558564403002 1 1
-0.163955986894634 1 0
0.784793917295019 1 1
1.0271628668061 1 1
0.725033355577241 1 1
0.285586265074358 1 1
0.375613255529443 1 1
0.99669746290059 1 1
1.2133518018877 1 1
0.543257624676055 1 1
-0.04994413836495 1 1
-0.0255432276443185 1 0
-0.316915650712181 1 1
0.541121941642964 1 1
0.98299596444364 1 1
0.0975847417498686 1 0
1.452419371719 1 1
0.942346207982833 1 1
0.697294498887943 1 1
-0.504550484249049 1 0
1.56219030701185 1 1
0.112176774607917 1 0
1.52188793542552 1 1
1.83880761811175 1 1
-0.42366951765867 1 0
-0.423275418291666 1 0
2.02932554540411 1 1
0.141305439880896 1 0
0.412072326887228 1 1
1.6204192076656 1 1
-0.0522227639271269 1 0
0.126753502870699 1 0
2.88558965615284 1 1
1.36134654410176 1 1
1.2442547601799 1 1
0.816545841023498 1 1
-0.0122376356071907 1 1
1.19863978546345 1 1
0.101552617547872 1 1
0.514649748525039 1 1
0.113750450108412 1 1
0.176632505610649 1 1
0.0461937195294764 1 1
-0.14696565377105 1 0
-0.111763610382857 1 0
-0.406416879146686 1 0
-0.0823491142870991 1 0
0.908977305380053 1 1
0.489869471329353 1 1
0.611638603547846 1 1
0.0328964760868112 1 0
1.47452487368352 1 1
1.39628177680179 1 1
-0.419445653103306 1 0
0.463645704931068 1 1
-0.573249451645985 1 0
0.91373946950602 1 1
1.01646706059375 1 1
-0.239616155147812 1 0
0.911076922397233 1 1
0.0568584782245605 1 0
1.30415117030678 1 1
0.0530063333648254 1 0
-0.223476933589441 1 0
0.588300489364284 1 1
-0.472880738200834 1 0
-0.16782970716292 1 1
-0.0446721711987959 1 1
-0.345057805439519 1 0
-0.421304561180594 1 0
1.01551050835316 1 1
-0.150596993903427 1 1
0.0953319730398658 1 0
-0.206792077914713 1 0
0.384270015786945 1 1
-0.239692813488869 1 0
0.474959015619123 1 1
0.0509199861014163 1 0
-0.270174660709049 1 1
1.41030357188582 1 1
0.325470011030257 1 1
1.50191419040648 1 1
-0.232122524995597 1 0
0.266708625177757 1 0
1.15300525426394 1 1
0.0823084674668359 1 1
-0.878227281411541 1 0
0.34320687471933 1 1
1.77155616620557 1 1
1.023609318453 1 1
0.723631694170918 1 1
0.593886474234359 1 1
1.38965103619109 1 1
0.500572435057047 1 1
0.21197117005563 1 1
-0.46105515468799 1 0
1.39772223527657 1 1
2.24780990721865 1 1
0.213280850039367 1 1
0.0691022977948579 1 0
1.05904401405515 1 1
0.664447904270963 1 1
1.58057464006382 1 1
0.283485815316947 1 1
1.47011035734576 1 1
0.47276755260297 1 1
-0.226657863745723 1 0
1.2637141218054 1 1
0.113730584424817 1 1
0.920943705201177 1 1
1.81255841453064 1 1
0.227221549094336 1 0
0.547550939551639 1 1
0.869947284131275 1 1
-0.0411152278408249 1 1
0.285284544835396 1 1
1.25785494464534 1 1
1.44009379503425 1 1
